Topic,FrameID,RosStamp,Latitude,Longitude,Altitude,NavSatStatus,SatelliteSystem,PositionCovarianceType,PositionCovariance
fix,gps,1697615456.22469,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615457.225382,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615458.223053,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615459.217431,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615460.217885,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615461.223446,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615462.217044,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615463.224675,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615464.217257,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
fix,gps,1697615465.217079,nan,nan,nan,STATUS_NO_FIX,,COVARIANCE_TYPE_APPROXIMATED,"[[9998.0001 ,0.0 ,0.0], [0.0 ,9998.0001 ,0.0], [0.0 ,0.0 ,39992.0004]]"
