NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,UTCTime,Latitude,LatitudeDirection,Longitude,LongtitudeDirection,QualityIndicator,NumSatellitesInUse,HDOP,Altitude,AltitudeUnit,GeoidSeparation,GeoidUnit,AgeOfDifferentialData,DifferentialReferenceStationID
GGA,239,1697258032,996438026,gps,GN,GN,043353.00,3442.35187,N,13529.97103,E,2,10,2.74,40.5,M,34.1,M,2.0,2124
GGA,240,1697258033,997639894,gps,GN,GN,043354.00,3442.35140,N,13529.97089,E,2,09,2.74,39.8,M,34.1,M,2.0,2124
GGA,241,1697258034,999245882,gps,GN,GN,043355.00,3442.35071,N,13529.97089,E,2,09,2.73,39.0,M,34.1,M,2.0,2124
GGA,242,1697258035,993660926,gps,GN,GN,043356.00,3442.35012,N,13529.97101,E,2,09,2.73,38.1,M,34.1,M,2.0,2124
GGA,243,1697258036,993989944,gps,GN,GN,043357.00,3442.34953,N,13529.97111,E,2,09,2.73,37.3,M,34.1,M,2.0,2124
GGA,244,1697258037,994091987,gps,GN,GN,043358.00,3442.34504,N,13529.97256,E,5,09,2.73,27.3,M,34.1,M,2.0,2124
GGA,245,1697258038,992327928,gps,GN,GN,043359.00,3442.34484,N,13529.97275,E,2,09,2.73,26.9,M,34.1,M,2.0,2124
GGA,246,1697258039,994102954,gps,GN,GN,043400.00,3442.34474,N,13529.97299,E,2,09,2.73,26.4,M,34.1,M,2.0,2124
NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,NumSentences,SentenceNumber,SatellitesInView,SatelliteID,Elevation,Azimuth,SNR,SignalID
GSV
GSA
NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,Latitude,LatitudeDirection,Longitude,LongtitudeDirection,UTCTime,DataValidity,PositioningMode,DOP
GLL
NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,UTCTime,UTCDay,UTCMonth,UTCYear,LocalZoneHours,LocalZoneMinutes
ZDA
NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,TrueCourseAngle,TureCourse,MagneticCourseAngle,MagneticCourse,GroundSpeedKnot,Knot,GroundSpeedKmh,Kmh,ModeIndicator
VTG
NmeaType,Sequence,FrameID,RosSec,RosNsec,TalkerID,MessageID,FixStatus,Latitude,LatitudeDirection,Longitude,LongtitudeDirection,GroundSpeedKnot,TrueCourseAngle,UTCDateTime,MagneticVariation,MagneticVariationDirection,ModeIndicator
RMC
